木材,mokuzai_a1.jpg,#,mokuzai_b1.mp3
木材,mokuzai_a2.jpg,#,mokuzai_b2.mp3
木材,mokuzai_a3.jpg,#,#
木材,mokuzai_a4.jpg,#,mokuzai_b4.mp3
木材,mokuzai_a5.jpg,#,mokuzai_b5.mp3
木材,mokuzai_a6.jpg,#,mokuzai_b6.mp3
,,,
,,,
金属,kinzoku_a01-1.jpg,#,kinzoku_b01.mp3
金属,kinzoku_a01-2.jpg,#,kinzoku_b02.mp3
金属,kinzoku_a02.jpg,#,#
,,,
プラスチック,prastik_a1.jpg,#,prastik_b1.mp3
プラスチック,prastik_a2.jpg,#,prastik_b2.mp3
プラスチック,prastik_a3.jpg,#,#
,,,
かんな,kanna_a1.jpg,#,kanna_b1.mp3
かんな,kanna_a2.jpg,#,#
かんな,kanna_a3.jpg,#,kanna_b3.mp3
かんな,kanna_a4.jpg,#,kanna_b4.mp3
かんな,kanna_a5.jpg,#,kanna_b5.mp3
かんな,kanna_a6.jpg,#,#
かんな,kanna_a7.jpg,#,kanna_b7.mp3
,,,
,,,
,,,
のこぎり,nokogiri_a1.jpg,#,"nokogiri_b1.,p3"
のこぎり,nokogiri_a2.jpg,#,nokogiri_b2.mp3
弓のこ,yuminoko_a1.jpg,#,yuminoko_b1.mp3
,,,
ドリル,doriru_a1.jpg,#,doriru_b1.mp3
ドリル,doriru_a2.jpg,#,doriru_b2.mp3
,,,
,,,
釘ねじ,kugineji_a1.jpg,#,kugineji_b1.mp3
釘ねじ,kugineji_a2.jpg,#,kugineji_b2.mp3
釘ねじ,kugineji_a3.jpg,#,kugineji_b3.mp3
,,,
,,,
,,,
木材のけがき,mokuzaikegaki_a1.jpg,#,mokuzaikegaki_b1.mp3
木材のけがき,mokuzaikegaki_a2.jpg,#,#
木材のけがき,mokuzaikegaki_a3.jpg,#,mokuzaikegaki_b3.mp3
,,,
金属のけがき,kinzokukegaki_a1.jpg,#,#
金属のけがき,kinzokukegaki_a2.jpg,#,kinzokukegaki_b2.mp3
金属のけがき,kinzokukegaki_a3.jpg,#,#
金属のけがき,kinzokukegaki_a4.jpg,#,#
金属のけがき,kinzokukegaki_a5.jpg,#,kinzokukegaki_b5.mp3
,,,
,,,
めじきり,mejikiri_a1.jpg,#,mejikiri_b1.mp3
めじきり,mejikiri_a2.jpg,#,#
,,,
,,,
やすり,yasuri_a1.jpg,#,yasuri_b1.mp3
やすり,yasuri_a2.jpg,#,yasuri_b2.mp3
,,,
折り曲げ,orimage_a1.jpg,#,#
折り曲げ,orimage_a2.jpg,#,#
折り曲げ,orimage_a3.jpg,#,#
,,,
,,,
塗装,tosou_a1.jpg,#,tosou_b1.mp3
塗装,tosou_a2.jpg,#,tosou_b2.mp3
塗装,tosou_a3.jpg,#,tosou_b3.mp3
,,,
立体の製図,rittaiseizu_a1-1.jpg,#,rittaiseizu_b1-1.mp3
立体の製図,rittaiseizu_a1-2.jpg,#,#
立体の製図,rittaiseizu_a2.jpg,#,rittaiseizu_b2.mp3
,,,
,,,
電気の基礎,denkikiso_a1.jpg,#,denkikiso_b1.mp3
電気の基礎,denkikiso_a2.jpg,#,denkikiso_b2.mp3
電気の基礎,denkikiso_a3.jpg,#,denkikiso_b3.mp3
,,,
電気の事故,denkijiko_a1.jpg,#,denkijiko_b1.mp3
,,,
コンピューター,conputer_a01.jpg,#,conputer_a01.mp3
コンピューター,conputer_a02.jpg,#,#
コンピューター,conputer_a03.jpg,#,#
コンピューター,conputer_a04.jpg,#,conputer_a04.mp3
コンピューター,conputer_a05.jpg,#,conputer_a05.mp3
コンピューター,conputer_a06.jpg,#,conputer_a06.mp3
コンピューター,conputer_a07.jpg,#,conputer_a07.mp3
コンピューター,conputer_a10.jpg,#,#
コンピューター,conputer_a11.jpg,#,#
コンピューター,conputer_a12.jpg,#,#
コンピューター,conputer_a13.jpg,#,#
,,,
